id,title,url,editors,year,in_franzini,in_sahle,franzini_id,tei_declared,xml_downloadable,available,period,language,variance,ride
0705,Moralische Wochenschriften,http://gams.uni-graz.at/context:mws?locale=de,"Klaus-Dieter Ertler, Alexandra Fuchs, Michaela Fischer und Elisabeth Hobisch. Graz: Zentrum für nformationsmodellierung in den Geisteswissenschaften, 2011.",2011,no,yes,,,,,,,,
0706,Mozart Briefe und Dokumente - Online Edition,https://dme.mozarteum.at/briefe-dokumente/,Hg. von der Internationalen Stiftung Mozarteum. Salzburg: 2006-.,2006,no,yes,,,,,,,,
0707,Mozart-Libretti - Online-Edition,http://dme.mozarteum.at/DME/libretti-edition/index.php,"Project lead by Ulrich Leisinger and Iacopo Cividini. Salzburg: Stiftung Mozarteum Salzburg, 2006ff.",2006,no,yes,,,,,,,,
0708,MS Junius 11 - Bodleian Digital Texts 1,https://web.archive.org/web/20120416043831/http://www.evellum.com/index.php?option=com_content&view=article&id=19:about-evellum&catid=29:home&Itemid=198,"Ed. by Bernard J. Muir. Oxford: Bodleian Library, 2004; ISBN 978-1851240845; DVD-ROM.",2004,no,yes,,,,,,,,
0709,Musil Online,http://musilonline.at/,,,yes,no,246,no,no,yes,Long Nineteenth Century; Modern,GER,no,no
0710,MUSIL ONLINE,https://edition.onb.ac.at/context:musil,"Hg. von Walter Fanta und Artur R. Boelderl. Wien: Österreichische Nationalbibliothek, Klagenfurt: Robert-Musil-Institut/Kärntner Literaturarchiv, 2025.",2025,no,yes,,,,,,,,
0711,musique deoque,https://www.mqdq.it/,"Project lead by Paolo Mastandrea, Raffaele Perrelli, Gilberto Biondi, Loriano Zurli and Valeria Viparelli. s.l.: 2005-.",2005,no,yes,,,,,,,,
0712,Mystische Bücher in der Bibliothek der Kartause Erfurt. Digitale Edition,https://making-mysticism.org/edition/1.0/html/,"Hg. von Marieke Abram, Susanne Bernhardt und Gilbert Fournier. Freiburg: Universitätsbibliothek, Version 1.0, 10.05.2022.",2022,yes,yes,320,yes,yes,yes,Middle Ages,LAT,yes,no
0713,Nachlass Franz Brümmer,http://bruemmer.staatsbibliothek-berlin.de/nlbruemmer/,"Verantwortet von Roland Berbig und Jutta Weber. Berlin: Staatsbibliothek Berlin, 2007-.",2007,no,yes,,,,,,,,
0714,Narragonien digital. Digitale Textausgaben von europäischen 'Narrenschiffen' des 15. Jahrhunderts.,http://www.narragonien-digital.de,"Hg. von Brigitte Burrichter und Joachim Hamm. Würzburg: Julius-Maximilians-Universität Würzburg, 2021-.",2021,no,yes,,,,,,,,
0715,Nero-Middleton Cartulary,http://individual.utoronto.ca/emrecordkeeping/,"Ed. by Jonathan Herold. Toronto (ON): University of Toronto, 2004-.",2004,no,yes,,,,,,,,
0716,Netzwerke der Nonnen. Edition und Erschließung der Briefsammlung aus Kloster Lüne (ca. 1460-1555),http://diglib.hab.de/edoc/ed000248/start.htm,"Bearbeitet von Eva Schlotheuber, Henrike Lähnemann, Simone Schultz-Balluff, Edmund Wareham, Philipp Trettin und Lena Vosding unter Mitarbeit von Philipp Stenzig, Timo Bülters und Konstantin Winters. Technische Umsetzung von Wolfgang Seifert und Torsten Schaßan. Wolfenbüttel: Herzog August Bibliothek, 2016-.",2016,no,yes,,,,,,,,
0717,Neue Mozart-Ausgabe: Digitalisierte Version,http://dme.mozarteum.at/DME/nma/nmapub_srch.php?l=1,Hg. von der Internationalen Stiftung Mozarteum. Salzburg: 2006-.,2006,no,yes,,,,,,,,
0718,New Letters from Charles Brown to Joseph Severn (1821-1842),https://web.archive.org/web/20230727030607/https://romantic-circles.org/editions/brownsevern/,"Ed. by Grant F. Scott and Sue Brown. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2007.",2007,no,yes,,,,,,,,
0719,Niccolò Canussio: De restitutione patriae,http://www.fondazionecanussio.org/patria.htm,,,yes,no,52,no,no,yes,Middle Ages,LAT,not provided,no
0720,Nietzsche Source,http://www.nietzschesource.org/,"Ed. by Paolo D'Iorio. Paris: École Normale Supérieure, 2009.",2009,yes,yes,33,yes,yes,yes,Long Nineteenth Century; Modern,GER,yes,http://ride.i-d-e.de/issues/issue-1/nietzschesource/
0721,Nietzsche: Werke,https://www.degruyter.com/view/serial/16016?rskey=VXSmtn&result=7,"Hg. von Marie-Luise Haase und Martin Stingelin. Berlin / New York: de Gruyter, 1995-.",1995,no,yes,,,,,,,,
0722,Nobody by Mary Robinson,https://romantic-circles.org/Editions/Publication/nobody-comedy-two-acts-1794,"Ed. by Terry F. Robinson. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2013.",2013,no,yes,,,,,,,,
0723,"Norse Romanticism: Themes in British Literature, 1760-1830",https://romantic-circles.org/editions/norse/index.html,"Ed. by Robert W. Rix. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2012.",2012,no,yes,,,,,,,,
0724,Notes from Egypt,https://notesfromegypt.info/index.html,Ed. by Frank Grieshaber. 2017-.,2017,no,yes,,,,,,,,
0725,Notker III. von St. Gallen: De interpretatione. Elektronische Teiledition,http://www.edkomp.uni-muenchen.de/Notker/Demo-CD/edition_frame.html,"Hg. von Harald Saller. München: Graduiertenkolleg Textkritik, 2004.",2004,no,yes,,,,,,,,
0726,Nürnberger Briefbücher,http://lme70.informatik.uni-erlangen.de:8060/exist/apps/nuernberger-briefbuecher/index.html,"Projektleitung: Klaus Herbers, Peter Fleischmann, Mechthild Habermann, Andreas Maier; FAU Erlangen-Nürnberg; 2019.",2019,no,yes,,,,,,,,
0727,O Pasquineiro da Roça: Edição dos Panfletos de Eulálio Motta,http://www.eulaliomotta.uefs.br/index.php,"Patrício Nunes Barreiros. Salvador: Universidade Federal da Bahia, 2013.",2013,no,yes,,,,,,,,
0728,Ödön von Horváth: Historisch-kritische Ausgabe – Digitale Edition,http://gams.uni-graz.at/horvath-edition,,,yes,no,256,yes,yes,yes,Modern,GER,yes,no
0729,Ödön von Horváth: Historisch-kritische Ausgabe – Digitale Edition,http://gams.uni-graz.at/context:ohad,"Hg. von Klaus Kastberger. Graz: Zentrum für Informationsmodellierung, 2016.",2016,no,yes,,,,,,,,
0730,"OEPF 2.0: Old English Poetry in Facsimile, Restorative Editions",https://oepoetryfacsimile.org/,"Ed. by Martin Foys et al. Madison (WI): Center for the History of Print and Digital Culture, University of Wisconsin-Madison, 2019-.",2019,no,yes,,,,,,,,
0731,Ogham in 3D,http://ogham.celt.dias.ie/,"Nora White (Pricipal Investigator). Dublin: Dublin Institute for Advanced Studies, 2015.",2015,no,yes,,,,,,,,
0732,Ogier von Dänemark / Ogier van Denemerken.,https://ogier.huygens.knaw.nl,"Edition der Handschrift Heidelberg. Universitätsbibliothek Cpg 363 mit einer Rekonstruktion des mittelniederländischen Textes und einer deutschen Übersetzung. Amand Berteloot mit Unterstützung von Klaus-Dieter Luitjens. Amsterdam/Heidelberg: Huygnes ING/Universitätsbibliothek Heidelberg, 2019.",2019,no,yes,,,,,,,,
0733,Olive Schreiner Letters Online,http://www.oliveschreiner.org/,"Ed. by Liz Stanley et al. Edinburgh/Leeds/Sheffield: University of Edinburgh / Leeds Beckett University / HRI Digital, 2012-.",2012,yes,yes,160,partly,no,yes,Long Nineteenth Century,ENG,not provided,no
0734,Online Chopin Variorum Edition,http://www.ocve.org.uk/index.html,"Directed by John Rink. London/Cambridge: King's College London / University of Cambridge, 2003-2017.",2003,yes,yes,110,partly,no,no,Long Nineteenth Century,ENG; FRE; GER; POL,not provided,no
0735,Online Electronic Variorum of the Works of Rabindranath Tagore,http://rabindranathtagore-150.gov.in/online-voriourum.html,,,yes,no,161,no,no,no,Long Nineteenth Century; Modern,BEN,not provided,no
0736,Online-Edition der Protokolle der Fraktionen des Deutschen Bundestags,https://fraktionsprotokolle.de/,"Geleitet von Dr. Sven Jüngerkes. Berlin: Kommission für Geschichte des Parlamentarismus und der politischen Parteien (KGParl), 2017-.",2017,no,yes,,,,,,,,
0737,Online.Swift,https://www.online-swift.de/index.html,"Ed. Kirsten Juhas et. al. Münster: Ehrenpreis Centre for Swift Studies, 2011-.",2011,no,yes,,,,,,,,
0738,Open Arabic Periodical Editions (OpenArabicPE),https://openarabicpe.github.io/,,,yes,no,340,yes,yes,yes,Long Nineteenth Century; Modern,ARA,yes,no
0739,Opera Aesthetica Szerdahelyana / Szerdahely György Alajos esztétikai írásai,http://deba.unideb.hu/deba/szerdahely/,,,yes,no,282,yes,no,yes,Long Nineteenth Century,LAT,yes,no
0740,Ordonnances de l'hôtel du roi,http://www.cn-telma.fr/ordonnances/index/,,,yes,no,162,not provided,no,no,Middle Ages,FRO,not provided,no
0741,Ordonnances de l'hôtel du roi,https://telma.irht.cnrs.fr/outils/ordonnances/index/,"Elisabeth Lalou. Orléans: Institut de Recherche et d'Histoire des Textes, 2006.",2006,no,yes,,,,,,,,
0742,Oregon Petrarch Open Book Project,http://petrarch.uoregon.edu/,,,yes,no,112,yes,no,yes,Middle Ages,ITA,yes,no
0743,Original und Kopie des ›Rappoltsteiner Parzifal‹ - Handschriftliche Überlieferung und Textgenese im 14. Jahrhundert,http://www.parzival.unibe.ch/rapp/#/,"Hrsg. von Michael Stolz. Bern: Universität Bern, 2019.",2019,no,yes,,,,,,,,
0744,Orlando Furioso Hypertext,http://stel.ub.edu/orlando/,,,yes,no,74,no,no,yes,Early Modern,ITA,not provided,no
0745,Orpheus,http://deba.unideb.hu/deba/orpheus/,,,yes,no,288,yes,no,yes,Long Nineteenth Century,HUN,partly,no
0746,Orwell Diaries,http://orwelldiaries.wordpress.com/,Published by The Orwell Price. s.l.: 2008-2012.,2008,no,yes,,,,,,,,
0747,P. Ovidii Nasonis Heroides I,http://www.curculio.org/Ovid/h01.html,,,yes,no,79,no,no,yes,Antiquity,LAT,not provided,no
0748,P.S. Post Scriptum: A Digital Archive of Ordinary Writing,http://ps.clul.ul.pt/,,,yes,no,297,yes,yes,yes,Early Modern,PRT; SPA,yes,no
0749,Paesi novamente retrovati – Newe unbekanthe landte: Eine digitale Edition früher Entdeckerberichte.,http://diglib.hab.de/edoc/ed000145/start.htm,"Norbert Ankenbauer (Hrsg.). Wolfenbüttel: Herzog August Bibliothek, 2012. (Editiones Electronicae Guelferbytanae, 10)",2012,no,yes,,,,,,,,
0750,Paganico: statuti della comunitá (secolo XV),https://web.archive.org/web/20050217022521/http://www.gol.grosseto.it/puam/arcstato/paganico/pagcop.htm,A cura di Silvia Cappelli e Franca Doccini. Grosseto: 1997.,1997,no,yes,,,,,,,,
0751,Paippalāda Recension of the Atharvaveda,https://www.atharvaveda-online.uzh.ch/home/paippalada-recension,"Ed. by Thomas Zender, Oliver Hellwig and Robert Leach. Zürich: University of Zurich, 2020.",2017,no,yes,,,,,,,,
0752,"Paolo Bufalini's Notebook, 1981–1991 - The digital edition",http://projects.dharc.unibo.it/bufalini-notebook/,"Ed. by Francesca Giovannetti, Marilena Daquino and Francesca Tomasi. Bologna: Digital Humanities Advanced Research Center (/DH.ARC), 2018.",2018,no,yes,,,,,,,,
0753,Paper Bullets: The Civil War Letters of John and Phebe Miller,https://www.scholarlyediting.org/issues/41/paper-bullets/,"Ed. by Samantha Misa. Albany: University of New York at Albany, 2024.",2024,no,yes,,,,,,,,
0754,Papers of General Nathanael Greene,https://web.archive.org/web/20090103134016/http://adh.sc.edu/ng/ng-table.html,"Ed. by Dennis M. Conrad. Providence (RI): Rhode Island Historical Society, 1999-2003.",1999,no,yes,,,,,,,,
0755,Partonopeus de Blois,https://hridigital.shef.ac.uk/partonopeus/,,,yes,no,19,partly,no,yes,Middle Ages,FRO,not provided,no
0756,Partonopeus de Blois - An Electronic Edition,https://www.dhi.ac.uk/partonopeus/,"Ed. by Penny Eley et al. Sheffield: HriOnline, 2005.",2005,no,yes,,,,,,,,
0757,Parzival-Projekt,http://www.parzival.unibe.ch/home.html,"Unter der Leitung von Michael Stolz. Bern: Universität Bern, 2007-.",2007,yes,yes,117,yes,no,yes,Middle Ages,GMH,not provided,no
0758,Patristic Text Archive (PTA),https://pta.bbaw.de,,,yes,no,339,yes,yes,yes,Antiquity,GRC; LAT; SYC; XCL,yes,no
0759,Paul Klee – Bildnerische Form- und Gestaltungslehre,http://www.kleegestaltungslehre.zpk.org/ee/ZPK/Archiv/2011/01/25/00001/,"Fabienne Eggelhöfer und Marianne Keller Tschirren. Bern: Zentrum Paul Klee, s.a. [wohl 2012].",2012,no,yes,,,,,,,,
0760,Percy Bysshe Shelley: The Devil's Walk,http://www.rc.umd.edu/editions/shelley/devil/index.html,,,yes,no,119,no,no,no,Long Nineteenth Century,ENG,not provided,no
0761,Percy Bysshe Shelley. On the Medusa of Leonardo da Vinci in the Florentine Gallery (1819),https://romantic-circles.org/editions/shelley/medusa/index.html,"Ed. by Neil Fraistat and Melissa Jo Sites. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 1997.",1997,no,yes,,,,,,,,
0762,Percy Bysshe Shelley. The Devil's Walk (1812),https://romantic-circles.org/editions/shelley/devil/index.html,"Ed. by Neil Fraistat and Donald H. Reiman. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 1997.",1997,no,yes,,,,,,,,
0763,Personen der Moderne Basis,https://pmb.acdh.oeaw.ac.at/,,,yes,no,331,yes,yes,yes,Long Nineteenth Century; Modern,GER,yes,no
0764,Peter Handke: Notizbücher. Digitale Edition,http://edition.onb.ac.at/handke-notizbuecher,"Geleitet von Ulrich von Bülow, Bernhard Fetz und Katharina Pektor. Deutsches Literaturarchiv Marbach / Österreichische Nationalbibliothek: Wien, 2022-.",2022,yes,yes,321,yes,yes,yes,Contemporary,GER,yes,no
0765,"Petrarchive - An edition of Petrarch’s songbook, Rerum vulgarium fragmenta. Bloomington (IN): Indiana University, 2013.",http://dcl.slis.indiana.edu/petrarchive/,"Edited by H. Wayne Storey and John A. Walsh. Bloomington: Indiana University, 2013-2018.",2013,no,yes,,,,,,,,
0766,Petrus de Ebulo: *De rebus Siculis Carmen*,https://eng-bup.unibas.it/library/DH,"A cura di Fulvio Delle Donne. Potenza: Basilicata University Press, 2020. ISBN 978-88-31309-02-8.",2020,no,yes,,,,,,,,
0767,"Petrus de Prece, Adhortatio",http://web.unibas.it/bup/evt2/pdp/index.html#/imgTxt%3Fd=text_prose%26amp;p=frontespizio%26amp;s=frontediz%26amp;e=interpretative%26amp;ce=critical,"A cura di Martina Pavoni. Potenza: Basilicata University Press, 2020.",2020,no,yes,,,,,,,,
0768,Petrus Plaoul - Editio Critica Commentarii in libris Sententiarum,https://scta.info/resource/peter-plaoul,"Ed. by Jeffrey C. Witt. Boston (MA): Boston College, 2011.",2011,no,yes,,,,,,,,
0769,"Pfarrherren, Dichterinnen, Forscher – Lebenszeugnisse einer Zürcher Familie des 19. Jahrhunderts.",https://pfarrherren.ch,"Hg. von Regine Schindler. Zürich: Schweizerisches Institut für Kinder- und Jugendmedien, 2007-2011.",2007,no,yes,,,,,,,,
0770,Philipp Hainhofer: Das Große Stammbuch,https://stammbuch.hab.de/,"Hrsg. von Sabine Jagodzinski und Martin de la Iglesia. Wolfenbüttel: Herzog August Bibliothek, 2024.",2024,no,yes,,,,,,,,
0771,Philipp Hainhofer: Reiseberichte & Sammlungsbeschreibungen 1594–1636,https://hainhofer.hab.de/,"Hrsg. von Michael Wenzel. Transkription und Kommentar von Ursula Timann und Michael Wenzel. Wolfenbüttel: Herzog August Bibliothek, 2020-.",2020,no,yes,,,,,,,,
0772,Phineas Fletcher's Sylva Poetica,http://www.philological.bham.ac.uk/sylva/,,,yes,no,96,no,no,yes,Early Modern,LAT,not provided,no
0773,"Physicians' Lives in the Shenandoah Valley Henkel Family Letters, 1786-1907",http://www.nlm.nih.gov/hmd/digicolls/henkel/index.html,"Ed. by Jim Labosier. Bethesda (MD): U.S. National Library of Medicine, 2010.",2010,no,yes,,,,,,,,
0774,Pico della Mirandola: De hominis dignitate,http://www.brown.edu/Departments/Italian_Studies/pico/index.html,,,yes,no,115,no,no,yes,Middle Ages,LAT,not provided,no
0775,Piers Plowman Electronic Archive,https://piers.chass.ncsu.edu/,"Vol. 1: Corpus Christi College Oxford MS 201 (F), ed. by Robert Adams, Hoyt N. Duggan, Eric Eliason, Ralph Hanna, John Price-Wilkin and Thorlac Turville-Petre. SEENET Series A.1. Ann Arbor (MI): University of Michigan Press for The Society for Early English and Norse Electronic Texts, 2000; ISBN 9780472002757; CD-ROM. 2014; Web-Edition.; Vol. 2: Cambridge, Trinity College MS B.15.17 (W), ed. by Thorlac Turville-Petre and Hoyt Duggan. SEENET Series A.2. Ann Arbor (MI): University of Michigan Press for The Society for Early English and Norse Electronic Texts, 2000; ISBN 9780472003037; CD-ROM. 2014; Web-Edition.; Vol. 3: MS Oriel College, Oxford 79 (O), ed. by Katherine Heinrichs. SEENET Series A.5. Medieval Academy of America / Boydell and Brewer / The Society for Early English and Norse Electronic Texts, 2004; ISBN 9781843840251; CD-ROM. 2014; Web-Edition.; Vol. 4: MS Laud Misc. 581, Bodleian Library S.C. 987 (L), ed. by Hoyt N. Duggan and Ralph Hanna. SEENET Series A.6. Medieval Academy of America / Boydell and Brewer / The Society for Early English and Norse Electronic Texts, 2004; ISBN 9781843840268; CD-ROM. 2014; Web-Edition.; Vol. 5: British Library MS Additional 35287 (M), ed. by Eric Eliason and Thorlac Turville-Petre. SEENET Series A.7. Medieval Academy of America / Boydell and Brewer / The Society for Early English and Norse Electronic Texts, 2005; ISBN 9781843840510; CD-ROM. 2014; Web-Edition.; Vol. 6: San Marino, Huntington Library, MS Hm 128 (Hm and Hm2), ed. by Michael Calabrese, Hoyt N. Duggan, and Thorlac Turville-Petre. SEENET series A.9. Medieval Academy of America / Boydell and Brewer / The Society for Early English and Norse Electronic Texts, 2008; ISBN 9781843840923; CD-ROM. 2014; Web-Edition.; Vol. 7: London, British Library, MS Lansdowne 398 and Oxford, Bodleian Library, MS Rawlinson Poetry 38 (R), ed. by Robert Adams. SEENET Series A.10. Medieval Academy of America / Boydell and Brewer / The Society for Early English and Norse Electronic Texts, 2011; ISBN 9781843840947; CD-ROM. 2014; Web-Edition.; Vol. 8: Cambridge, Cambridge University Library, MS Gg.4.31 (G), ed. by Judith Jefferson. SEENET Series A.11. Medieval Academy of America / Boydell and Brewer / The Society for Early English and Norse Electronic Texts, 2014; Web-Edition.",2000,no,yes,,,,,,,,
0776,Pietro Mellini's Inventory in verse 1681,http://www.getty.edu/research/mellini/,"Edited by Murtha Baca and Nuria Rodríguez Ortega. Los Angeles: Getty Research Institute, 2015.",2015,yes,yes,196,no,no,yes,Early Modern,ITA,not provided,no
0777,Pioneer Lives,https://web.archive.org/web/20190925233050/http://digital.lib.uiowa.edu:80/pioneers/,"[no editors named]. Iowa City (IA): University of Iowa Libraries, 2014.",2014,no,yes,,,,,,,,
0778,Poems by Anna Laetitia Aikin,http://www.rc.umd.edu/editions/contemps/barbauld/poems1773/,,,yes,no,120,no,no,no,Early Modern,ENG,not provided,no
0779,Presidential Recordings Digital Edition,https://prde.upress.virginia.edu,"Ed. by Marc J. Selverstone et. al. Charlottesville: University of Virginia Press / Rotunda, 2014.",2014,no,yes,,,,,,,,
0780,Princeton Dante Project,https://dante.princeton.edu/,"Ed. by Robert Hollander. Princeton: Princeton University, 1997-1999.",1997,no,yes,,,,,,,,
0781,private voices: The Corpus of American Civil War Letters,https://altchive.org/,"Dir. by Michael Ellis, Michael Montgomery, and Stephen Berry. Springfield (MO)/ Columbia (SC): Missouri State University / University of South Carolina, 2017-.",2017,no,yes,,,,,,,,
0782,Probstuecke digital,https://web.archive.org/web/20200809032709/http://probstuecke-digital.de/,"Ed. by Niels Pfeffer and Klaus Rettinghaus. Freiburg: Musikhochschule Freiburg, 2019.",2019,no,yes,,,,,,,,
0783,Procès-verbaux de la Commission des Monuments historiques de 1848 à 1950,http://elec.enc.sorbonne.fr/monumentshistoriques/,"Ed. by Jean-Daniel Pariset. Paris: École nationale des chartes, 2014.",2014,no,yes,,,,,,,,
0784,Progetto Pico / Pico Project,https://web.archive.org/web/20250913124312/https://www.brown.edu/Departments/Italian_Studies/pico/,"Ed. by Pier Cesare Bori et al. Providence (RI) / Bologna: Brown University / Università di Bologna, before 2003.",2003,no,yes,,,,,,,,
