register,entry,lemma,reading,witnesses,type,isLemma
critical,Ps:0.1.0.2.0.0.9.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.9.0,,make,,mod,false
critical,Ps:0.1.0.2.0.0.91.0,,mony,,lit,false
critical,Ps:0.1.0.2.0.0.91.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.91.0,,mony,,mod,false
critical,Ps:0.1.0.2.0.0.96.0,,his,,lit,false
critical,Ps:0.1.0.2.0.0.96.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.96.0,,his,,mod,false
critical,Ps:0.1.0.2.0.0.98.0,,wel,,lit,false
critical,Ps:0.1.0.2.0.0.98.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.98.0,,wel,,mod,false
critical,Ps:0.1.0.2.0.0.110.0,,þᵉ,,lit,false
critical,Ps:0.1.0.2.0.0.110.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.110.0,,þᵉ,,mod,false
critical,Ps:0.1.0.2.0.0.118.0,,is,,lit,false
critical,Ps:0.1.0.2.0.0.118.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.118.0,,is,,mod,false
critical,Ps:0.1.0.2.0.0.160.0,,he,,lit,false
critical,Ps:0.1.0.2.0.0.160.0,,,,orig,false
critical,Ps:0.1.0.2.0.0.160.0,,he,,mod,false
critical,Ps:0.1.0.3.0.0.13.0,,seeth see,,lit,false
critical,Ps:0.1.0.3.0.0.13.0,,seeth,,orig,false
critical,Ps:0.1.0.3.0.0.13.0,,see,,mod,false
critical,Ps:0.1.0.3.0.0.47.0,,vas,,lit,false
critical,Ps:0.1.0.3.0.0.47.0,,,,orig,false
critical,Ps:0.1.0.3.0.0.47.0,,vas,,mod,false
critical,Ps:0.1.0.3.0.0.49.0,,goode,,lit,false
critical,Ps:0.1.0.3.0.0.49.0,,,,orig,false
critical,Ps:0.1.0.3.0.0.49.0,,goode,,mod,false
critical,Ps:0.1.0.3.0.0.65.0,,gaf,,lit,false
critical,Ps:0.1.0.3.0.0.65.0,,,,orig,false
critical,Ps:0.1.0.3.0.0.65.0,,gaf,,mod,false
critical,Ps:0.1.0.3.0.0.65.1,,did to,,lit,false
critical,Ps:0.1.0.3.0.0.65.1,,did,,orig,false
critical,Ps:0.1.0.3.0.0.65.1,,to,,mod,false
critical,Ps:0.1.0.3.0.0.138.0,,hur,,lit,false
critical,Ps:0.1.0.3.0.0.138.0,,,,orig,false
critical,Ps:0.1.0.3.0.0.138.0,,hur,,mod,false
critical,Ps:0.1.0.3.0.0.166.0,,fast,,lit,false
critical,Ps:0.1.0.3.0.0.166.0,,,,orig,false
critical,Ps:0.1.0.3.0.0.166.0,,fast,,mod,false
critical,Ps:0.1.0.6.0.0.23.0,,heaf,,lit,false
critical,Ps:0.1.0.6.0.0.23.0,,,,orig,false
critical,Ps:0.1.0.6.0.0.23.0,,heaf,,mod,false
critical,Ps:0.1.0.6.0.0.104.0,,to,,lit,false
critical,Ps:0.1.0.6.0.0.104.0,,,,orig,false
critical,Ps:0.1.0.6.0.0.104.0,,to,,mod,false
critical,Ps:0.1.0.7.0.0.96.0,,gret,,lit,false
critical,Ps:0.1.0.7.0.0.96.0,,,,orig,false
critical,Ps:0.1.0.7.0.0.96.0,,gret,,mod,false
critical,Ps:0.1.0.8.0.0.15.0,,al,,lit,false
critical,Ps:0.1.0.8.0.0.15.0,,,,orig,false
critical,Ps:0.1.0.8.0.0.15.0,,al,,mod,false
critical,Ps:0.1.0.8.0.0.98.0,,as,,lit,false
critical,Ps:0.1.0.8.0.0.98.0,,,,orig,false
critical,Ps:0.1.0.8.0.0.98.0,,as,,mod,false
critical,Ps:0.1.0.8.0.0.156.0,,sp,,lit,false
critical,Ps:0.1.0.8.0.0.156.0,,sost,,orig,false
critical,Ps:0.1.0.8.0.0.156.0,,post,,mod,false
critical,Ps:0.1.0.9.0.1.78.0,,in,,lit,false
critical,Ps:0.1.0.9.0.1.78.0,,,,orig,false
critical,Ps:0.1.0.9.0.1.78.0,,in,,mod,false
critical,Ps:0.1.0.9.0.1.78.1,,hie,,lit,false
critical,Ps:0.1.0.9.0.1.78.1,,,,orig,false
critical,Ps:0.1.0.9.0.1.78.1,,hie,,mod,false
critical,Ps:0.1.0.9.0.1.82.0,,almost,,lit,false
critical,Ps:0.1.0.9.0.1.82.0,,,,orig,false
critical,Ps:0.1.0.9.0.1.82.0,,almost,,mod,false
critical,Py:0.1.0.4.0.0.10.2,,div,,lit,false
critical,Py:0.1.0.4.0.0.10.2,,div,,orig,false
critical,Py:0.1.0.4.0.0.10.2,,,,mod,false
critical,Py:0.1.0.17.0.0.42.0,,ys,,lit,false
critical,Py:0.1.0.17.0.0.42.0,,y,,orig,false
critical,Py:0.1.0.17.0.0.42.0,,s,,mod,false
critical,Py:0.1.0.19.0.0.4.0,,bl,,lit,false
critical,Py:0.1.0.19.0.0.4.0,,bl,,orig,false
critical,Py:0.1.0.19.0.0.4.0,,,,mod,false
critical,Py:0.1.0.25.0.0.6.2,,b,,lit,false
critical,Py:0.1.0.25.0.0.6.2,,b,,orig,false
critical,Py:0.1.0.25.0.0.6.2,,,,mod,false
critical,Ra2:0.1.0.4.0.0.48.0,,haue done,,lit,false
critical,Ra2:0.1.0.4.0.0.48.0,,,,orig,false
critical,Ra2:0.1.0.4.0.0.48.0,,haue done,,mod,false
critical,Ra2:0.1.0.4.0.0.54.2,,Flex Wex,,lit,false
critical,Ra2:0.1.0.4.0.0.54.2,,Flex,,orig,false
critical,Ra2:0.1.0.4.0.0.54.2,,Wex,,mod,false
critical,Ra2:0.1.0.4.0.0.82.0,,he,,lit,false
critical,Ra2:0.1.0.4.0.0.82.0,,,,orig,false
critical,Ra2:0.1.0.4.0.0.82.0,,he,,mod,false
critical,Ra3:0.1.0.0.0.1.21.0,,nat,,lit,false
critical,Ra3:0.1.0.0.0.1.21.0,,nat,,orig,false
critical,Ra3:0.1.0.0.0.1.21.0,,,,mod,false
critical,Ry1:0.1.0.4.0.0.54.0,,mis,,lit,false
critical,Ry1:0.1.0.4.0.0.54.0,,mis,,orig,false
critical,Ry1:0.1.0.4.0.0.54.0,,,,mod,false
critical,Ry1:0.1.0.5.0.0.30.0,,wh,,lit,false
critical,Ry1:0.1.0.5.0.0.30.0,,wh,,orig,false
critical,Ry1:0.1.0.5.0.0.30.0,,,,mod,false
critical,Ry1:0.1.0.11.0.0.20.2,,schat,,lit,false
critical,Ry1:0.1.0.11.0.0.20.2,,schat,,orig,false
critical,Ry1:0.1.0.11.0.0.20.2,,,,mod,false
critical,Ry1:0.1.0.22.0.0.42.0,,Roste,,lit,false
critical,Ry1:0.1.0.22.0.0.42.0,,Roste,,orig,false
critical,Ry1:0.1.0.22.0.0.42.0,,,,mod,false
critical,Ry1:0.1.0.22.0.0.58.0,,how,,lit,false
critical,Ry1:0.1.0.22.0.0.58.0,,how,,orig,false
critical,Ry1:0.1.0.22.0.0.58.0,,,,mod,false
critical,Ry2:0.1.0.7.0.0.6.0,,An,,lit,false
critical,Ry2:0.1.0.7.0.0.6.0,,An,,orig,false
critical,Ry2:0.1.0.7.0.0.6.0,,A,,mod,false
critical,Se:0.1.0.18.0.0.2.0,,he,,lit,false
critical,Se:0.1.0.18.0.0.2.0,,,,orig,false
critical,Se:0.1.0.18.0.0.2.0,,he,,mod,false
critical,Se:0.1.0.21.0.0.62.0,,more,,lit,false
critical,Se:0.1.0.21.0.0.62.0,,,,orig,false
critical,Se:0.1.0.21.0.0.62.0,,more,,mod,false
critical,Se:0.1.0.23.0.0.32.0,,shameftfastnesse,,lit,false
critical,Se:0.1.0.23.0.0.32.0,,shameftnesse,,orig,false
critical,Se:0.1.0.23.0.0.32.0,,shamefastnesse,,mod,false
critical,Se:0.1.0.23.0.0.56.0,,his,,lit,false
critical,Se:0.1.0.23.0.0.56.0,,,,orig,false
critical,Se:0.1.0.23.0.0.56.0,,his,,mod,false
critical,Se:0.1.0.23.0.0.64.0,,word,,lit,false
critical,Se:0.1.0.23.0.0.64.0,,,,orig,false
critical,Se:0.1.0.23.0.0.64.0,,word,,mod,false
critical,Sl1:0.1.0.0.0.1.39.0,,he,,lit,false
critical,Sl1:0.1.0.0.0.1.39.0,,,,orig,false
critical,Sl1:0.1.0.0.0.1.39.0,,he,,mod,false
critical,Sl2:0.1.0.5.0.0.14.0,,orded,,lit,false
critical,Sl2:0.1.0.5.0.0.14.0,,orded,,orig,false
critical,Sl2:0.1.0.5.0.0.14.0,,,,mod,false
critical,Sl2:0.1.0.7.0.0.14.2,,hede,,lit,false
critical,Sl2:0.1.0.7.0.0.14.2,,hede,,orig,false
critical,Sl2:0.1.0.7.0.0.14.2,,,,mod,false
critical,Sl2:0.1.0.7.0.0.30.0,,s,,lit,false
critical,Sl2:0.1.0.7.0.0.30.0,,s,,orig,false
critical,Sl2:0.1.0.7.0.0.30.0,,,,mod,false
critical,Sl2:0.1.0.7.0.0.58.0,,wond,,lit,false
critical,Sl2:0.1.0.7.0.0.58.0,,wond,,orig,false
critical,Sl2:0.1.0.7.0.0.58.0,,,,mod,false
critical,Sl2:0.1.0.9.0.0.50.0,,sw,,lit,false
critical,Sl2:0.1.0.9.0.0.50.0,,sw,,orig,false
critical,Sl2:0.1.0.9.0.0.50.0,,,,mod,false
critical,Sl2:0.1.0.10.0.0.6.0,,"layeHere, apart from striking the word, the scribe marked the expunction with both underdot and overdot marks",,lit,false
critical,Sl2:0.1.0.10.0.0.6.0,,laye,,orig,false
critical,Sl2:0.1.0.10.0.0.6.0,,,,mod,false
critical,Sl2:0.1.0.12.0.0.2.0,,his hir,,lit,false
critical,Sl2:0.1.0.12.0.0.2.0,,hir,,orig,false
critical,Sl2:0.1.0.12.0.0.2.0,,his,,mod,false
critical,Sl2:0.1.0.14.0.0.58.0,,a,,lit,false
critical,Sl2:0.1.0.14.0.0.58.0,,,,orig,false
critical,Sl2:0.1.0.14.0.0.58.0,,a,,mod,false
critical,Sl2:0.1.0.18.0.0.22.2,,nede    	rede,,lit,false
critical,Sl2:0.1.0.18.0.0.22.2,,nede,,orig,false
critical,Sl2:0.1.0.18.0.0.22.2,,rede,,mod,false
critical,Sl2:0.1.0.23.0.0.60.0,,or ale,,lit,false
critical,Sl2:0.1.0.23.0.0.60.0,,or ale,,orig,false
critical,Sl2:0.1.0.23.0.0.60.0,,,,mod,false
critical,Tc1:0.1.0.7.0.0.21.0,,than,,lit,false
critical,Tc1:0.1.0.7.0.0.21.0,,,,orig,false
critical,Tc1:0.1.0.7.0.0.21.0,,than,,mod,false
critical,Tc2:0.1.0.10.0.0.34.0,,reste,,lit,false
critical,Tc2:0.1.0.10.0.0.34.0,,reste,,orig,false
critical,Tc2:0.1.0.10.0.0.34.0,,,,mod,false
critical,Tc2:0.1.0.14.0.0.32.0,,l,,lit,false
critical,Tc2:0.1.0.14.0.0.32.0,,l,,orig,false
critical,Tc2:0.1.0.14.0.0.32.0,,,,mod,false
critical,Tc2:0.1.0.17.0.0.60.0,,yere,,lit,false
critical,Tc2:0.1.0.17.0.0.60.0,,,,orig,false
critical,Tc2:0.1.0.17.0.0.60.0,,yere,,mod,false
critical,Tc2:0.1.0.21.0.0.56.0,,ali stght,,lit,false
critical,Tc2:0.1.0.21.0.0.56.0,,alist,,orig,false
critical,Tc2:0.1.0.21.0.0.56.0,,alight,,mod,false
critical,Tc2:0.1.0.27.0.0.25.0,,riddenbeen,,lit,false
critical,Tc2:0.1.0.27.0.0.25.0,,ridden,,orig,false
critical,Tc2:0.1.0.27.0.0.25.0,,been,,mod,false
critical,Tc2:0.1.0.27.0.0.25.1,,LuceRuce,,lit,false
critical,Tc2:0.1.0.27.0.0.25.1,,Luce,,orig,false
critical,Tc2:0.1.0.27.0.0.25.1,,Ruce,,mod,false
critical,Tc2:0.1.0.27.0.0.27.0,,ofin,,lit,false
critical,Tc2:0.1.0.27.0.0.27.0,,of,,orig,false
critical,Tc2:0.1.0.27.0.0.27.0,,in,,mod,false
critical,Tc2:0.1.0.28.0.1.27.0,,ferne      seke,,lit,false
critical,Tc2:0.1.0.28.0.1.27.0,,ferne,,orig,false
critical,Tc2:0.1.0.28.0.1.27.0,,seke,,mod,false
critical,Tc2:0.1.0.28.0.1.37.0,,So      It,,lit,false
critical,Tc2:0.1.0.28.0.1.37.0,,It,,orig,false
critical,Tc2:0.1.0.28.0.1.37.0,,So,,mod,false
critical,Tc2:0.1.0.28.0.1.37.1,,it,,lit,false
critical,Tc2:0.1.0.28.0.1.37.1,,,,orig,false
critical,Tc2:0.1.0.28.0.1.37.1,,it,,mod,false
critical,Tc2:0.1.0.28.0.1.37.2,,season,,lit,false
critical,Tc2:0.1.0.28.0.1.37.2,,season,,orig,false
critical,Tc2:0.1.0.28.0.1.37.2,,,,mod,false
critical,Tc2:0.1.0.28.0.1.37.3,,vp/  on,,lit,false
critical,Tc2:0.1.0.28.0.1.37.3,,on,,orig,false
critical,Tc2:0.1.0.28.0.1.37.3,,vpon,,mod,false
critical,Tc2:0.1.0.28.0.1.41.0,,go      wende,,lit,false
critical,Tc2:0.1.0.28.0.1.41.0,,go,,orig,false
critical,Tc2:0.1.0.28.0.1.41.0,,wende,,mod,false
critical,Tc2:0.1.0.28.0.1.45.0,,that      ones,,lit,false
critical,Tc2:0.1.0.28.0.1.45.0,,that,,orig,false
critical,Tc2:0.1.0.28.0.1.45.0,,ones,,mod,false
critical,Tc2:0.1.0.28.0.1.49.0,,sondrie      diuers,,lit,false
critical,Tc2:0.1.0.28.0.1.49.0,,sondrie,,orig,false
critical,Tc2:0.1.0.28.0.1.49.0,,diuers,,mod,false
critical,Tc2:0.1.0.29.0.0.4.0,,wexen they,,orig,false
critical,Tc2:0.1.0.29.0.0.4.0,,were wee,,mod,false
critical,Tc2:0.1.0.29.0.0.4.0,,wexen they were wee,,lit,false
critical,Tc2:0.1.0.29.0.0.6.0,,was at,,orig,false
critical,Tc2:0.1.0.29.0.0.6.0,,went to,,mod,false
critical,Tc2:0.1.0.29.0.0.6.0,,was at went to,,lit,false
critical,Tc2:0.1.0.29.0.0.14.0,,wthere as I,,orig,false
critical,Tc2:0.1.0.29.0.0.14.0,,there as I shall,,mod,false
critical,Tc2:0.1.0.29.0.0.14.0,,there as I shall,,lit,false
critical,Tc2:0.1.0.29.0.0.20.0,,accord a it were,,orig,false
critical,Tc2:0.1.0.29.0.0.20.0,,according a it were,,mod,false
critical,Tc2:0.1.0.29.0.0.20.0,,according a it were,,lit,false
critical,Tc2:0.1.0.29.0.0.28.0,,eke in,,orig,false
critical,Tc2:0.1.0.29.0.0.28.0,,of,,mod,false
critical,Tc2:0.1.0.29.0.0.28.0,,eke in of,,lit,false
critical,Tc2:0.1.0.29.0.0.28.1,,that,,orig,false
critical,Tc2:0.1.0.29.0.0.28.1,,,,mod,false
critical,Tc2:0.1.0.29.0.0.28.1,,that,,lit,false
critical,To1:0.1.0.0.0.1.29.0,,to,,orig,false
critical,To1:0.1.0.0.0.1.29.0,,,,mod,false
critical,To1:0.1.0.0.0.1.29.0,,to,,lit,false
critical,To1:0.1.0.1.0.0.68.0,,gentil,,lit,false
critical,To1:0.1.0.1.0.0.68.0,,gentil,,orig,false
critical,To1:0.1.0.1.0.0.68.0,,,,mod,false
critical,To1:0.1.0.2.0.0.52.0,,o,,lit,false
critical,To1:0.1.0.2.0.0.52.0,,o,,orig,false
critical,To1:0.1.0.2.0.0.52.0,,,,mod,false
critical,To1:0.1.0.2.0.0.58.0,,sethe,,lit,false
critical,To1:0.1.0.2.0.0.58.0,,sethe,,orig,false
critical,To1:0.1.0.2.0.0.58.0,,,,mod,false
critical,To1:0.1.0.3.0.0.12.0,,,,orig,false
critical,To1:0.1.0.3.0.0.12.0,,he,,c1,false
critical,To1:0.1.0.3.0.0.12.0,,he,,lit,false
critical,To1:0.1.0.3.0.0.56.0,,as,,lit,false
critical,To1:0.1.0.3.0.0.56.0,,as,,orig,false
critical,To1:0.1.0.3.0.0.56.0,,a,,mod,false
critical,To1:0.1.0.4.0.0.38.2,,be,,orig,false
critical,To1:0.1.0.4.0.0.38.2,,,,c1,false
critical,To1:0.1.0.4.0.0.38.2,,be,,lit,false
critical,To1:0.1.0.4.0.0.78.0,,and,,orig,false
critical,To1:0.1.0.4.0.0.78.0,,,,c1,false
critical,To1:0.1.0.4.0.0.78.0,,and,,lit,false
critical,To1:0.1.0.5.0.0.22.0,,B,,lit,false
critical,To1:0.1.0.5.0.0.22.0,,B,,orig,false
critical,To1:0.1.0.5.0.0.22.0,,,,mod,false
critical,To1:0.1.0.5.0.0.30.0,,Middilboug,,lit,false
critical,To1:0.1.0.5.0.0.30.0,,Middilboug,,orig,false
critical,To1:0.1.0.5.0.0.30.0,,,,mod,false
critical,To1:0.1.0.5.0.0.72.0,,He,,orig,false
critical,To1:0.1.0.5.0.0.72.0,,Yit,,mod,false
critical,To1:0.1.0.5.0.0.72.0,,HeYit,,lit,false
critical,To1:0.1.0.5.0.0.72.1,,gl,,lit,false
critical,To1:0.1.0.5.0.0.72.1,,gl,,orig,false
critical,To1:0.1.0.5.0.0.72.1,,,,mod,false
critical,To1:0.1.0.8.0.0.18.0,,H,,lit,false
critical,To1:0.1.0.8.0.0.18.0,,H,,orig,false
critical,To1:0.1.0.8.0.0.18.0,,,,mod,false
critical,To1:0.1.0.8.0.0.38.0,,The,,orig,false
critical,To1:0.1.0.8.0.0.38.0,,His,,c1,false
critical,To1:0.1.0.8.0.0.38.0,,TheHis,,lit,false
critical,To1:0.1.0.8.0.0.64.0,,of,,orig,false
critical,To1:0.1.0.8.0.0.64.0,,,,c1,false
critical,To1:0.1.0.8.0.0.64.0,,of,,lit,false
critical,To1:0.1.0.8.0.0.78.0,,par,,lit,false
critical,To1:0.1.0.8.0.0.78.0,,par,,orig,false
critical,To1:0.1.0.8.0.0.78.0,,,,mod,false
critical,To1:0.1.0.9.0.0.32.0,,Sangyn,,lit,false
critical,To1:0.1.0.9.0.0.32.0,,Sangyn,,orig,false
critical,To1:0.1.0.9.0.0.32.0,,,,mod,false
critical,To1:0.1.0.9.0.0.32.1,,cl,,lit,false
critical,To1:0.1.0.9.0.0.32.1,,cl,,orig,false
critical,To1:0.1.0.9.0.0.32.1,,,,mod,false
critical,To1:0.1.0.9.0.0.52.0,,wiff,,lit,false
critical,To1:0.1.0.9.0.0.52.0,,wiff,,orig,false
critical,To1:0.1.0.9.0.0.52.0,,,,mod,false
critical,To1:0.1.0.10.0.0.10.0,,,,orig,false
critical,To1:0.1.0.10.0.0.10.0,,sothly,,c1,false
critical,To1:0.1.0.10.0.0.10.0,,sothly,,lit,false
critical,To1:0.1.0.10.0.0.14.0,,wymb,,lit,false
critical,To1:0.1.0.10.0.0.14.0,,wymb,,orig,false
critical,To1:0.1.0.10.0.0.14.0,,,,mod,false
critical,To1:0.1.0.10.0.0.34.0,,l,,lit,false
critical,To1:0.1.0.10.0.0.34.0,,l,,orig,false
critical,To1:0.1.0.10.0.0.34.0,,,,mod,false
critical,To1:0.1.0.10.0.0.80.0,,ce,,lit,false
critical,To1:0.1.0.10.0.0.80.0,,ce,,orig,false
critical,To1:0.1.0.10.0.0.80.0,,,,mod,false
critical,To1:0.1.0.11.0.0.22.0,,a,,lit,false
critical,To1:0.1.0.11.0.0.22.0,,a,,orig,false
critical,To1:0.1.0.11.0.0.22.0,,,,mod,false
critical,To1:0.1.0.11.0.0.40.0,,hyn,,orig,false
critical,To1:0.1.0.11.0.0.40.0,,,,mod,false
critical,To1:0.1.0.11.0.0.40.0,,hyn,,lit,false
critical,To1:0.1.0.12.0.0.16.0,,as,,orig,false
critical,To1:0.1.0.12.0.0.16.0,,othir,,c1,false
critical,To1:0.1.0.12.0.0.16.0,,asothir,,lit,false
critical,To1:0.1.0.12.0.0.26.0,,blak,,lit,false
critical,To1:0.1.0.12.0.0.26.0,,blak,,orig,false
critical,To1:0.1.0.12.0.0.26.0,,,,mod,false
critical,To1:0.1.0.12.0.0.50.0,,big,,orig,false
critical,To1:0.1.0.12.0.0.50.0,,,,c1,false
critical,To1:0.1.0.12.0.0.50.0,,bigbig,,lit,false
critical,To1:0.1.0.12.0.0.54.0,,ag,,lit,false
critical,To1:0.1.0.12.0.0.54.0,,ag,,orig,false
critical,To1:0.1.0.12.0.0.54.0,,,,mod,false
critical,To1:0.1.0.12.0.0.60.0,,s,,lit,false
critical,To1:0.1.0.12.0.0.60.0,,s,,orig,false
critical,To1:0.1.0.12.0.0.60.0,,,,mod,false
critical,To1:0.1.0.12.0.0.68.0,,ai,,lit,false
critical,To1:0.1.0.12.0.0.68.0,,ai,,orig,false
critical,To1:0.1.0.12.0.0.68.0,,a,,mod,false
critical,To1:0.1.0.12.0.0.80.0,,an,,orig,false
critical,To1:0.1.0.12.0.0.80.0,,,,c1,false
critical,To1:0.1.0.12.0.0.80.0,,an,,lit,false
critical,To1:0.1.0.12.0.0.84.0,,hap,,orig,false
critical,To1:0.1.0.12.0.0.84.0,,,,c1,false
critical,To1:0.1.0.12.0.0.84.0,,hap,,lit,false
critical,To1:0.1.0.13.0.0.60.0,,of,,orig,false
critical,To1:0.1.0.13.0.0.60.0,,,,c1,false
critical,To1:0.1.0.13.0.0.60.0,,of,,lit,false
critical,To1:0.1.0.13.0.0.70.0,,Ther,,lit,false
critical,To1:0.1.0.13.0.0.70.0,,Ther,,orig,false
critical,To1:0.1.0.13.0.0.70.0,,,,mod,false
critical,To1:0.1.0.13.0.0.74.0,,tl,,lit,false
critical,To1:0.1.0.13.0.0.74.0,,tl,,orig,false
critical,To1:0.1.0.13.0.0.74.0,,,,mod,false
critical,To1:0.1.0.14.0.0.26.0,,deg,,lit,false
critical,To1:0.1.0.14.0.0.26.0,,deg,,orig,false
critical,To1:0.1.0.14.0.0.26.0,,,,mod,false
critical,To1:0.1.0.15.0.0.56.0,,he had,,orig,false
critical,To1:0.1.0.15.0.0.56.0,,,,c1,false
critical,To1:0.1.0.15.0.0.56.0,,he had,,lit,false
critical,To1:0.1.0.15.0.0.72.0,,h,,lit,false
critical,To1:0.1.0.15.0.0.72.0,,h,,orig,false
critical,To1:0.1.0.15.0.0.72.0,,,,mod,false
critical,To1:0.1.0.15.0.0.72.1,,m,,lit,false
critical,To1:0.1.0.15.0.0.72.1,,me,,orig,false
critical,To1:0.1.0.15.0.0.72.1,,,,mod,false
critical,To1:0.1.0.16.0.0.74.0,,yeuyn,,lit,false
critical,To1:0.1.0.16.0.0.74.0,,yeuyn,,orig,false
critical,To1:0.1.0.16.0.0.74.0,,,,mod,false
critical,To1:0.1.0.17.0.0.38.0,,wel,,orig,false
critical,To1:0.1.0.17.0.0.38.0,,,,c1,false
critical,To1:0.1.0.17.0.0.38.0,,wel,,lit,false
critical,To1:0.1.0.18.0.0.18.0,,this is to seyn,,orig,false
critical,To1:0.1.0.18.0.0.18.0,,,,c1,false
critical,To1:0.1.0.18.0.0.18.0,,this is to seyn,,lit,false
critical,To1:0.1.0.19.0.0.42.0,,s,,lit,false
critical,To1:0.1.0.19.0.0.42.0,,s,,orig,false
critical,To1:0.1.0.19.0.0.42.0,,,,mod,false
lac,collazione-01:0.1.0.0.0.0,Whole verse,Whole verse,editorial,,true
lac,collazione-01:0.1.0.0.0.0,Whole verse,Def.Ad1Ad2Ad3Ad4ArBo1Bo2BwChCnCpCtCx1Cx2DdDlDoDs1Ds2EeElEn1En2En3FiGgGlHa1Ha2Ha3Ha4Ha5HeHgHkHl1Hl2Hl3Hl4HnHtIiKkLaLcLd1Ld2Ll1Ll2LnMaMcMeMgMmNeNlNpOx1Ox2Ph1Ph2Ph3Ph4PlPnPpPsPwPyRa1Ra2Ra3Ra4Ry1Ry2SiSl1Sl2Sl3StTc1Tc2Tc3To1To2Wy,Ad1 Ad2 Ad3 Ad4 Ar Bo1 Bo2 Bw Ch Cn Cp Ct Cx1 Cx2 Dd Dl Do Ds1 Ds2 Ee El En1 En2 En3 Fi Gg Gl Ha1 Ha2 Ha3 Ha4 Ha5 He Hg Hk Hl1 Hl2 Hl3 Hl4 Hn Ht Ii Kk La Lc Ld1 Ld2 Ll1 Ll2 Ln Ma Mc Me Mg Mm Ne Nl Np Ox1 Ox2 Ph1 Ph2 Ph3 Ph4 Pl Pn Pp Ps Pw Py Ra1 Ra2 Ra3 Ra4 Ry1 Ry2 Si Sl1 Sl2 Sl3 St Tc1 Tc2 Tc3 To1 To2 Wy,lac,false
lac,collazione-01:0.1.0.1.0.0,Whole verse,Whole verse,editorial,,true
lac,collazione-01:0.1.0.1.0.0,Whole verse,Def.Ad1Ad2Ad3Ad4ArBo1Bo2BwChCnCpCtCx1Cx2DdDlDoDs1Ds2EeElEn1En2En3FiGgGlHa1Ha3Ha4Ha5HeHgHkHl1Hl2Hl3Hl4HnHtIiKkLaLcLd1Ld2Ll1Ll2LnMaMcMeMgMmNeNlNpOx1Ox2Ph1Ph2Ph3Ph4PlPnPpPsPwPyRa1Ra2Ra3Ra4Ry1Ry2SeSiSl1Sl2Sl3StTc1Tc2Tc3To1To2Wy,Ad1 Ad2 Ad3 Ad4 Ar Bo1 Bo2 Bw Ch Cn Cp Ct Cx1 Cx2 Dd Dl Do Ds1 Ds2 Ee El En1 En2 En3 Fi Gg Gl Ha1 Ha3 Ha4 Ha5 He Hg Hk Hl1 Hl2 Hl3 Hl4 Hn Ht Ii Kk La Lc Ld1 Ld2 Ll1 Ll2 Ln Ma Mc Me Mg Mm Ne Nl Np Ox1 Ox2 Ph1 Ph2 Ph3 Ph4 Pl Pn Pp Ps Pw Py Ra1 Ra2 Ra3 Ra4 Ry1 Ry2 Se Si Sl1 Sl2 Sl3 St Tc1 Tc2 Tc3 To1 To2 Wy,lac,false
lac,collazione-01:0.1.0.2.0.0,Whole verse,Whole verse,editorial,,true
lac,collazione-01:0.1.0.2.0.0,Whole verse,Def.Ad1Ad2Ad3Ad4ArBo1Bo2BwChCnCpCtCx1Cx2DdDlDoDs1Ds2EeElEn1En2En3GgGlHa1Ha2Ha4Ha5HeHkHl1Hl2Hl3Hl4HnIiKkLaLcLd1Ld2Ll1Ll2LnMaMcMeMgMmNeNlNpOx1Ox2Ph1Ph2Ph3Ph4PlPnPpPsPwPyRa1Ra2Ra3Ra4Ry1Ry2SeSiSl1Sl2Sl3StTc1Tc2Tc3To1To2Wy,Ad1 Ad2 Ad3 Ad4 Ar Bo1 Bo2 Bw Ch Cn Cp Ct Cx1 Cx2 Dd Dl Do Ds1 Ds2 Ee El En1 En2 En3 Gg Gl Ha1 Ha2 Ha4 Ha5 He Hk Hl1 Hl2 Hl3 Hl4 Hn Ii Kk La Lc Ld1 Ld2 Ll1 Ll2 Ln Ma Mc Me Mg Mm Ne Nl Np Ox1 Ox2 Ph1 Ph2 Ph3 Ph4 Pl Pn Pp Ps Pw Py Ra1 Ra2 Ra3 Ra4 Ry1 Ry2 Se Si Sl1 Sl2 Sl3 St Tc1 Tc2 Tc3 To1 To2 Wy,lac,false
lac,collazione-01:0.1.0.3.0.0,Whole verse,Whole verse,editorial,,true
